,match_id,transcript
306,7598343612,"player_slot 4: rubick ban
player_slot 4: выиграл мид
player_slot 129: иди назуй
player_slot 129: gg
player_slot 4: sfchik
player_slot 4: через пассивки
player_slot 131: 35 10
player_slot 2: 20 31
"
307,7598342909,
308,7598342806,"player_slot 128: Xd
player_slot 4: papi te ausstaste
player_slot 4: xD
player_slot 128: olvidfe donde estabaxd+
player_slot 3: q haces
player_slot 132: Xd
player_slot 4: ese bonus del hc xD
player_slot 1: COMO
player_slot 1: eSE SHAKER
player_slot 1: eS INMORTAL?
player_slot 1: DONDE COMPRAN
player_slot 1: SUS CUENTAS?
player_slot 2: SER INMORTAL ES DIFICIL?
player_slot 2: xd
player_slot 2: WEBIANDO SE SUBE
player_slot 1: WEBEAR?
player_slot 1: DX
player_slot 4: xD
player_slot 4: ese basura
player_slot 1: ESPERO
player_slot 1: LES TOQUE
player_slot 4: compra cuenta hdperra
player_slot 1: ESE COMPRA CUENTAS
player_slot 4: wow
player_slot 1: x
player_slot 4: wow
player_slot 1: dx
player_slot 1: Dx
player_slot 1: D
player_slot 4: maldita sarna
player_slot 3: Acaba no mas
player_slot 1: REPORTEN
player_slot 1: A ESE SHAKER
player_slot 4: muy hdperra ese es
player_slot 1: PORFAVOR
player_slot 3: te juro que nunca vi a un meepo
player_slot 3: tan malo
player_slot 2: Q DIFICIL ES METER ECHO
player_slot 1: CALLATE
player_slot 1: PORQUERIA
player_slot 2: CSM
player_slot 1: HIJO
player_slot 1: dE
player_slot 1: PUTA
player_slot 3: junto al troll
player_slot 1: NUNCA
player_slot 3: te lo juro
player_slot 1: EN TU VIDA
player_slot 1: VAS
player_slot 1: A SER
player_slot 1: INMORTAL
player_slot 1: ASI TE COMPRES
player_slot 1: 100
player_slot 1: cEUNTAS
player_slot 3: hasta ahora no saca vyse
player_slot 1: YA
player_slot 1: TE
player_slot 3: y saca cveto
player_slot 1: DIJE
player_slot 1: NUNCA
player_slot 1: EN TU VIDA
player_slot 3: para no apretar el boton
player_slot 3: xd
player_slot 1: G
player_slot 1: END
player_slot 1: TERMINEN
player_slot 129: me odias?
player_slot 1: ESE TROLL
player_slot 1: ESE 4
player_slot 1: SON UNAS PORQUERIAS
player_slot 1: ACABEN
player_slot 1: 1/10
player_slot 1: MI HC
player_slot 130: ♥
player_slot 2: ☺
player_slot 4: valve firme se pasa de pendejo xD
player_slot 4: suficiente con 1 pero 2 inutiles troll y es es demasiado
player_slot 130: gg locos
player_slot 3: Asi todoa la parttida
player_slot 1: ESPERO
player_slot 3: muere solo
player_slot 1: TE TOQUE
player_slot 1: ESE SHAKER
player_slot 1:  ESE
player_slot 1: TROLL
player_slot 128: EZz
player_slot 1: TE LO JURO
player_slot 2: REPPORT SHAKER
"
309,7598342805,"player_slot 129: Сучка)
player_slot 129: репорт сапортам
player_slot 129: дайте
player_slot 129: Уебы
player_slot 132: идите мид мы сайды фармим
player_slot 131: gg wp
player_slot 129: сапортам репорт 
player_slot 129: дайте 
player_slot 129: И го некст
"
310,7598342705,"player_slot 3: Angular
player_slot 129: js
player_slot 3: js
player_slot 132: vue
player_slot 0: жаль у меня нет мидера
player_slot 0: снесите по фасту плс
player_slot 128: worth it ?
player_slot 0: just end no defend from me
player_slot 130: nice end clown
player_slot 128: WHAT  A KIDD
player_slot 130: die bitch
player_slot 128: CRY NOW
player_slot 0: clolwn)
player_slot 128: WHY STILL PLAYING?
player_slot 0: tip nix
player_slot 0: he lost mid to noob
player_slot 128: WHOSN NIX?
player_slot 128: YOU SAID END I WONT PLAY
player_slot 128: KIDDO
"
311,7598337815,"player_slot 0: ебанутые
player_slot 132: ns ,sk d cvjrt
player_slot 132: там дум еще был
player_slot 1: zakroy pizdlo
"
312,7598337319,"player_slot 128: антимаг нфига ты меня контришь
player_slot 3: не пиши в чат
player_slot 128: чо сн им
player_slot 130: хлопаю стоя
player_slot 0: ЧЁ ТАМ ХЛОПАТЬ ЕСЛИ ПАК АФК
player_slot 0: смотри где он т2 вам пушит
player_slot 3: похлопай по раздроченной пизде своей матери
player_slot 3: ебанный даун
player_slot 3: мы играем в 4
player_slot 130: репорть
player_slot 3: сын ты ебанной шлюхи
player_slot 3: не пиши никогда в чат
player_slot 130: мама сказала ты токсик
player_slot 129: xd
player_slot 129: РАЗ
player_slot 129: ДВА 
player_slot 129: ТРИ 
player_slot 129: ЁЛОЧКА ГОРИ
player_slot 3: молодец
player_slot 128: антимаг
player_slot 129: АМ
player_slot 3: иди своей шмаре матери похвастайся что победил
player_slot 129: хорош
player_slot 3: 4
player_slot 128: дефатее
player_slot 128: в ы чо сыкуны
player_slot 129: XD
"
313,7598337117,"player_slot 128: byby
player_slot 128: how many you buy
player_slot 128: LOL
player_slot 128: DUDE
player_slot 132: ggez
player_slot 132: ty
"
314,7598335301,"player_slot 3: cerf
player_slot 3: сука
player_slot 3: мисики
player_slot 129: анлак
player_slot 129: чо за ветка
"
315,7598334513,"player_slot 0: GG
player_slot 1: gg
player_slot 3: gg
"
316,7598334215,"player_slot 1: fuck yto
player_slot 3: )
player_slot 130: ливай тайд 
player_slot 130: го след
player_slot 0: 1  блядская катка
player_slot 0: и всегда так
player_slot 128: до рапиры?
player_slot 0: до убожества
player_slot 128: )
player_slot 131: а дк кто забанил
player_slot 130: ну ливни чел
player_slot 0: я в ахуе
player_slot 130: и го след 
player_slot 131: дк он банил?
player_slot 131: тайд
player_slot 131: друид
player_slot 0: нет
player_slot 0: я
player_slot 131: а
"
317,7598332513,"player_slot 2: куда 
player_slot 2: йопта
player_slot 2: 4 лвл
player_slot 2: араб
player_slot 2: ебаный
player_slot 129: пукает мне в вйос
player_slot 129: что-то на оракле 
player_slot 2: ?
player_slot 2: ne
player_slot 2: )
"
318,7598332309,"player_slot 130: )) 
player_slot 3: животное на хускаре было бы ты в реале рядом
player_slot 3: сочувсчтвовал бы твоей матери
player_slot 130: полпизлди 
player_slot 132: извинился бы?
player_slot 3: 5 варды не ставит
player_slot 0: nop
player_slot 3: 4 в додж отправил
player_slot 1: gg
player_slot 3: го некст
player_slot 3: апарата возьму бери хускара
player_slot 130: запускай 
player_slot 129: ez top
player_slot 2: киньте репорт этому ебанату на ковпе
player_slot 130: сходу 
player_slot 130: запускай 
player_slot 2: это рофл
"
319,7598330409,
320,7598328607,"player_slot 1: ЪАЪАЪ
player_slot 1: АНЛАК
player_slot 130: пиздец
player_slot 1: ДИКИЙ
player_slot 4: GG
player_slot 130: репорт сларк
player_slot 4: WHY
player_slot 130: рыба ебаная
"
321,7598328418,"player_slot 128: GG GL NEXT
"
322,7598327013,"player_slot 131: xD
player_slot 2: reporte
player_slot 2: ese 
player_slot 2: dos compra ceunta
player_slot 2: de lina 
player_slot 2: bara
player_slot 128: ya mi ursa tiene BF
player_slot 128: ESPERENLO 45 MINS MAS PORFA
player_slot 0: asi es cuando el equipo es malo
player_slot 4: osea le cagas la linea y le echas la culpa
player_slot 4: xd
player_slot 4: Xd
player_slot 2: reporte lina
player_slot 2: caga dota
"
323,7412092709,"player_slot 129: LOL THIS CK
player_slot 129: MHAMMER PLEASE
player_slot 129: CAN END FAST
player_slot 129: end fast pelase
player_slot 129: MHAMMER 
player_slot 4: HAHA
player_slot 129: help report pugna please
player_slot 4: wAHGAHAHA
player_slot 1: end fast hammer please btw
player_slot 1: dog pduge
player_slot 129: |LOL
player_slot 129: ARE U EVEN PUSHING
player_slot 4: WE LOVE FAKE GG
player_slot 129: i accept my loss
player_slot 129: Hahahahaha
player_slot 4: GG'S
player_slot 4: HAHA
"
324,7412082817,"player_slot 2: ?
player_slot 130: пак лох?
player_slot 130: а че
"
325,7412076816,"player_slot 132: dx
player_slot 132: no volvera
player_slot 132: tiene su primera chamba mañana
player_slot 132: dejalo ir
player_slot 128: oe yaq ps
player_slot 128: ptmre
player_slot 4: pera p caca
player_slot 132: no volvera
player_slot 4: un tok
player_slot 132: su tio lo esta cobijando
player_slot 128: para q le mandan party a un cabinero
player_slot 128: su tio ta  q lo bombea
player_slot 129: POR
player_slot 129: LA CONCAHDETUMARE
player_slot 128: tantas pausas
player_slot 132: no volvera
player_slot 129: HIJODEPUTÁ
player_slot 128: tienen
player_slot 128: hijos
player_slot 128: de
player_slot 132: no volvera
player_slot 128: puta
player_slot 128: perra
player_slot 128: cachera
player_slot 132: entiendeloloo
player_slot 4: espera reconchbetuamre
player_slot 128: zorra
player_slot 4: sabes
player_slot 128: maldita
player_slot 2: OE CHOLO CONCHADETUMADRE 
player_slot 128: perra
player_slot 132: dxdxdxxdxd
player_slot 4: esperar
player_slot 128: come
player_slot 4: O n o
player_slot 132: xdxdc
player_slot 128: caca
player_slot 132: dxxd
player_slot 2: DEJA DE USAR ALL CHATR 
player_slot 129: MALPARIDO
player_slot 132: xdxdxddxxdd
player_slot 128: traga semen
player_slot 129: CONCHETUMARE
player_slot 2: TUS PROBLEMAS 
player_slot 128: con sangre
player_slot 128: asquerosos
player_slot 128: hijos de perra
player_slot 2: ME DAN IGUAL 
player_slot 131: ez
player_slot 128: ez
"
326,7412070911,"player_slot 4: мы в пати с тб
player_slot 3: Кого
player_slot 132: а че с финдаком? почему у него вечно стопкаст происходит? че за тротлинг?)
player_slot 3: мать шлюха
player_slot 132: а
player_slot 3: cын
player_slot 3: шлюхи
player_slot 3: на фуре
player_slot 3: просто
player_slot 3: спруты
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 132: слабейшие
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 132: просто слабейшие
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 0: Не сносите пожалуйста
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 0: 5 минут
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 0: Пусть им нахуй лив засчитает
player_slot 132: так тини с нулевой ливнул
player_slot 132: им уже ниче не зачтет
player_slot 0: А
player_slot 0: Дак а нахуй мы играли?
player_slot 129: gg
player_slot 132: ну тут вин-луз
player_slot 129: wp
player_slot 132: вроде как
player_slot 132: я хз 2 катка в лп за лет 10
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
player_slot 1: У ТЕРРИКА МАТЬ ШАЛАВА ПОДЗАБОРНАЯ
"
327,7412066308,"player_slot 0: jaja
player_slot 0: tu tinker ocn botas
player_slot 129: que pasa megan pensé que te gusta los gangbangs
player_slot 129: agunta los pingazos no  m´ás
player_slot 0: YO A TU STORM
player_slot 0: YO A TU STORM
player_slot 0: LO TENDRE SECO
player_slot 0: YA VIEJITO
player_slot 0: TE CREES BUENO
player_slot 129: pipipi
player_slot 0: pipipi
player_slot 129: lion con mana drain maxeado
player_slot 0: maxeado dice ajjaa
player_slot 129: llora porque lse muere
player_slot 0: como quisiera que me toqueconm ustedes
player_slot 0: yo ire mid o hc
player_slot 0: mas pinga
player_slot 1: xd
player_slot 132: :C 
player_slot 132:  MRD HACEN TODOS HAY
player_slot 132: zDS
player_slot 132: ESE LION}
player_slot 132: NADIE LO VIO X
player_slot 0: sise lo q hice
player_slot 0: mongol
player_slot 0: Ese es mi carry
player_slot 0: Csm
player_slot 0: yo doy la cara 
player_slot 0: yo me los paro a los 5 en su cara 
player_slot 0: yo 
player_slot 0: yo yo
player_slot 0: en su cara
player_slot 1: dxd
player_slot 129: a los 5 dice xD
player_slot 0: en su cara ps
player_slot 129: el que se paró fue el tinker con buyback
player_slot 129: jaja
player_slot 0: por crees que  muero
player_slot 0: me paseo
player_slot 0: me tomo un te
player_slot 129: 1-15 ward bitch se alucijna el mvp
player_slot 0: en tu b arrio
player_slot 129: jajaja
player_slot 0: JAJAKASJDDAS
player_slot 0: claro
player_slot 0: debo dar mi kill
player_slot 0: para
player_slot 0: salvar a mi team
player_slot 1: de un tabazo te destrabo
player_slot 1: mongol
player_slot 0: JAJA
player_slot 3: que pa eso
player_slot 0: asi de facil
player_slot 0: otro
player_slot 1: tbazo
player_slot 1: ctmre
player_slot 0: Ya evs
player_slot 0: en su cara
player_slot 132: ez midn 2won
player_slot 0: amen
player_slot 132: mi ston una caac yotk
"
328,7500834818,"player_slot 0: 牛的 
player_slot 2: jd，不守
player_slot 128: 守一下 我装备还没出完
player_slot 2: 真不守
player_slot 0: 跟智障一样
player_slot 2: 我懒得和压力怪玩
player_slot 132: 听话，守一下
player_slot 132: 我还没开始颠勺
player_slot 3: 有时候，就是赢不了
player_slot 132: 谁的问题
player_slot 0: 恶心啊
player_slot 3: 15min点金hy都赢不了
player_slot 128: 谁的锅？
player_slot 3: 老子打黛泽抄袭都打过了
player_slot 0: 这猛犸又不厉害
player_slot 3: 他有什么脸说jd
player_slot 132: 戴泽2分钟开始骂娘
player_slot 130: 这草席 哪怕智商有两位数
player_slot 3: 他太想打出优势了
player_slot 0: 你们下路 也是人才 
player_slot 130: 你也闻不到经验
player_slot 3: 走位不好
player_slot 128: 出来打一架
player_slot 3: 大招没号
player_slot 3: 不出来了
player_slot 0: 稿子真多 
"
329,7500834707,"player_slot 128: (((
player_slot 2: бб есть нам быстро снесут
player_slot 130: сломаный
player_slot 128: gg
"
330,7500833508,"player_slot 4: gl hf
player_slot 130: gl hf
player_slot 131: Lion why do yo have a claymore
player_slot 4: gift from weaver
player_slot 2: Read who owns it
player_slot 4: holiday spirit moment
player_slot 131: how does that happen..
player_slot 132: new met
player_slot 131: btw we can;t read who owns it
player_slot 4: weird
player_slot 2: reallt?
player_slot 2: we can
player_slot 131: wow
player_slot 131: that was isnane
player_slot 4: isnane indeed
player_slot 131: yeah, ES, we can't read it
player_slot 2: 66% crit chance
player_slot 3: my bad
player_slot 131: es you have been throwing the game so hard
player_slot 4: making space and cutting waves we good
player_slot 131: every time hes got caught we made a good move after lol
player_slot 2: but we were still alive 
player_slot 2: no cut, u should ahve ended
player_slot 131: que rico se comieron ese echo
player_slot 132: GG
player_slot 131: gg
player_slot 130: CMS
player_slot 130: ME VINE
player_slot 131:  HAHHA
player_slot 130: QUE RICA CORRIDA
player_slot 130: LA QUE ME DI
player_slot 131: jajajajJAJAJAJAA
player_slot 128: Ez luna
player_slot 2: gg guys
player_slot 2: wp
player_slot 2: very close one
"
331,7500827317,"player_slot 131: gl hf
player_slot 129: wp wp
player_slot 130: gg
"
332,7500823609,"player_slot 0: ez
player_slot 4: aea
player_slot 4: AEA
"
333,7500823500,
334,7500823202,"player_slot 2: Выходи
player_slot 2: Уходи
player_slot 4: спасибо висп
player_slot 131: АХАХА
player_slot 2: Он талант просто
player_slot 2: Ты не понимаешь
player_slot 1: висп
player_slot 1: порилети
player_slot 2: Талант
player_slot 1: дай человеку
player_slot 2: Лучшийэ
player_slot 131: ЭЭ
player_slot 2: ))
player_slot 3: раз на раз зассал?
player_slot 129: пикни не ебаного героя и пойдем 1 на 1 
player_slot 3: а где ебаный герой 
player_slot 3: 50 процентов винрейт 
player_slot 129: ага 
player_slot 129: )
player_slot 2: Сык сык
player_slot 2: А я тебя соло трахаю
player_slot 130: не рано?
player_slot 129: +
player_slot 131: +
player_slot 1: вы может будете хоть что-то делать?
player_slot 131: идем уже
player_slot 1: пиздёшь
player_slot 131: не туда)
player_slot 1: у меня мопхак
player_slot 131: о сукаа
player_slot 1: ты хуйнёй занимаешься
player_slot 131: а где я щас
player_slot 1: кемп
player_slot 131: какой
player_slot 1: снизу
player_slot 129: иди в пизду 
player_slot 1: наш красавчик)
player_slot 1: на шторме)
player_slot 131: на омнике)
player_slot 131: ща мои пацаны
player_slot 131: сольются
player_slot 1: в этой катке выебали
player_slot 129: ну вы только против ливнувшего разора и выйграйте 
player_slot 129: а напиздел 
player_slot 1: а где бкб
player_slot 1: на шторме
player_slot 1: как считаете?)
player_slot 130: в трон
player_slot 130: войд
player_slot 130: ХЗ
player_slot 130: (иду ломать вард)
player_slot 130: озраняй
player_slot 130: GG VOIF
player_slot 0: ez
player_slot 131: не ломайте
player_slot 131: не вы строили
player_slot 2: гг
"
335,7500821201,"player_slot 4: GEGE
"
336,7500821000,"player_slot 3: почти победа
player_slot 3: (
player_slot 1: гг
"
337,7500817316,"player_slot 2: 讲个笑话：《10选SF》
player_slot 2: 谁给他的勇气呢？
player_slot 2: 这个奶绿我黑名单里了
player_slot 2: 真的绝配
player_slot 2: 推了吧 我去打野了
player_slot 2: 推
player_slot 2: 1-9
player_slot 2: 1-8
player_slot 2: 这个SF，10选出来，被QOP单杀之后，哀嚎了一声
player_slot 2: 表示，对面可以来蹂躏我了
player_slot 2: 上局排到的是14连败的卡尔
player_slot 2: 这局是10选SF
player_slot 2: 2-13
"
338,7500816213,"player_slot 130: windows update lol
player_slot 130: cant do shit about it
player_slot 130: sorr
player_slot 130: kill yourself veno
"
339,7500811904,"player_slot 3: У меня па
player_slot 3: Всю игру
player_slot 3: Хуярит крипов
player_slot 3: сын шалавы
player_slot 3: на воиде
player_slot 129: хз как вы всосали так лайн
player_slot 129: на тренте
"
340,7500806812,"player_slot 2: hehe
player_slot 4: where'd you go?
player_slot 131: magiuc
player_slot 4: oh force staff
player_slot 131: xsd
player_slot 132: why you maphack
player_slot 132: know i got forcestaff
player_slot 131: o,0
player_slot 4: secret
player_slot 4: magic
player_slot 0: game of fooytball
player_slot 131: xd
player_slot 1: WOWOWWOWOWOFDSISJDHFBJ
player_slot 2: HEHEH
player_slot 2: EASY
player_slot 2: TOP
"
341,7500806119,"player_slot 4: Xd
player_slot 130: XD
player_slot 132: gracias
player_slot 129: cHATUMRE
player_slot 129: Te kgaste
player_slot 3: muere basuar
player_slot 130: Xd
player_slot 128: gsdfgafgzdagGfagf
player_slot 130: q fue con el am
player_slot 130: Xd
player_slot 130: XD
player_slot 130: XD
player_slot 130: El ammm?
player_slot 1: tranquilos muchachos, ya tiene bf
player_slot 1: ahorita carrea
player_slot 130: esta farmenado para el otro dota
player_slot 130: Ez
player_slot 128: fdsnanfsgnopfsgdonkfg
player_slot 4: pueden reportar esa mierda de am 
player_slot 130: turbitop
player_slot 132: pudge caca
"
342,7500804115,"player_slot 129: пес
player_slot 0: nt
player_slot 0: why 1 by 1
player_slot 132: ask void
player_slot 128: report void
player_slot 0: ))
player_slot 0: gege
player_slot 0: gl next
player_slot 132: gg my void 
player_slot 128: report void for help dota 2
"
343,7500802907,"player_slot 132: хуй тебе
player_slot 132: а не рамага
player_slot 131: gg
"
344,7528580409,"player_slot 128: ?
player_slot 128: uu pro sup
player_slot 128: u have nice tits?
player_slot 4: а вы можете по обсам нашим холдить плз
player_slot 4: А то наш кор не видит врагов на мапе
player_slot 128: nice gan k
player_slot 130: yes, we loose
player_slot 130: ty
player_slot 2: типните/?ъ
player_slot 2: бездри
player_slot 2: вайпер висп
"
