Match Id,Transcript,Toxicity,Toxicity Ranking
7543380318,"player_slot 128: gg
",No Toxicity,1
7543379807,"player_slot 4: ясно
player_slot 4: гг
player_slot 3: у меня тип на джакиро не может тычку дать в томбу
player_slot 1: че троля убил?
player_slot 132: Хрена ам смелый
player_slot 3: я не буду выйгрывать дракончику
player_slot 4: он фидит да?
player_slot 3: кто джакиро
player_slot 3: 11 смертей
player_slot 3: да
player_slot 132: а чё дум жирный такой?
player_slot 3: парни 6 слотов
player_slot 131: норм
player_slot 4: гг
player_slot 4: кто ам репорт даст на карту 1к скину 
player_slot 4: клянусь
player_slot 131: кину
player_slot 3: кстати я вам дал уже за игру не на своей роли((
player_slot 131: кинул
player_slot 3: кто даст репорт джакиро тот выйграет эту игру и будет в вечном винстрике
player_slot 3: а кто руинит то
player_slot 3: не могу понять по табу
player_slot 3: желаю что-бы у инвокера всегда были такие тиммейты,как джакиро
player_slot 130: антимаг свитки коллекционные?
player_slot 3: я ими лампаду на могиле у матушки джакиро поджигать буду
player_slot 3: дасты от 10к ммр
player_slot 3: они тебя из-за этого какой раз уже не убили?
player_slot 3: 1230?
player_slot 4: мы с думом играем клянусь 
player_slot 3: я не байбек
player_slot 3: я ам
player_slot 3: инвокер не умеет смотреть есть ли байбек у типов
player_slot 3: ахах
player_slot 3: изи соло
",Mild Toxicity,3
7526004505,"player_slot 1: lol
player_slot 129: are u cheating arc?
player_slot 2: you mean cheating your mom?
player_slot 129: lol
player_slot 1: lol
",Mild Toxicity,3
7525962613,,Undetermined,0
7525962114,"player_slot 2: my team loser
player_slot 128: you are your team
player_slot 2: mot anymiore
",Low Toxicity,2
7525961307,"player_slot 0: report necro pls
player_slot 0: report necro pls
player_slot 2: this necro
player_slot 129: end
player_slot 3: EZ
",Low Toxicity,2
7525961007,"player_slot 129: 多来点 缺钱‘’
player_slot 2: 两个打一个被杀两个，你会不会玩
player_slot 2: 来自ROTK
player_slot 129: 有用吗
player_slot 129: 傻逼
player_slot 2: 别急
player_slot 2: 杀你易如反掌
player_slot 129: ？？？？
player_slot 2: ？
player_slot 129: 能赢吗
player_slot 129: 翻给我看
player_slot 2: 你自己能赢吗
player_slot 2: 傻逼
",Moderate Toxicity,4
7525960409,"player_slot 4: СУКИ
player_slot 4: У МЕНЯ КОТ НАБЛЕВАЛ
player_slot 4: А ВЫ
player_slot 132: у нас керри хуесос
player_slot 0: ez
player_slot 3: кайф с нами бустер
player_slot 4: пп
player_slot 4: gg
player_slot 3: на баунти
player_slot 128: киньте репорт тимберу
",Moderate Toxicity,4
7525959417,"player_slot 2: huesos na ld
player_slot 129: за что
player_slot 2: ja shuchu
player_slot 2: no v late vam zhe pizda
player_slot 129: лейта не будеть
player_slot 129: будет*
player_slot 129: харош
player_slot 3: gg
player_slot 3: kos nnton
player_slot 2: contr pick
player_slot 2: tut ja nihuja ne sdelaju
player_slot 2: report shodu
",Mild Toxicity,3
7525959007,"player_slot 132: gg comennd
player_slot 129: Comend
player_slot 1: REPORTED
",Low Toxicity,2
7491232604,"player_slot 1: Надо тренироваться!!!!!!!!!!!
",No Toxicity,1
7491226519,"player_slot 132: ну ало блять
player_slot 128: ????????????
player_slot 4: ахахаххахахахахахахахахахах
player_slot 4: в лейте посмотрю на тя
player_slot 128: ага
player_slot 4: ????/
player_slot 128: ахахахахха 3 на 1
player_slot 128: гений
player_slot 4: ахаахах соси
player_slot 128: ахахахахахх посмотрим
player_slot 128: ??????
player_slot 4: так тя там даже не было
player_slot 4: ЩАДХЫКШЛАПЫУВЗХЛПЗХЩРОЛШЭОВШЩЗПРОЦЫЖЫУВКАЩШПОФЦХУВКЩЗПШОЖЭ
player_slot 128: саси
player_slot 128: ахахахахаха
player_slot 128: ахахха
player_slot 4: СОСИ
player_slot 128: ты
player_slot 4: ТЫ
player_slot 128: слаб
player_slot 4: ты слабость
player_slot 128: ОХахахахахахаха оргументом 0 ьза мной повтаряеш
player_slot 4: плак плак
player_slot 128: саси
player_slot 4: дадада
player_slot 128: пизда
player_slot 4: не ной
player_slot 4: заипал
player_slot 128: ахахаххаха писать научись
player_slot 4: оргументом
player_slot 4: хаха
player_slot 128: ?
player_slot 4: саси
player_slot 128: подсос
player_slot 4: ты
player_slot 128: ахахахаххаах
player_slot 128: саси
player_slot 4: ХЖПХПДЖВЪПВХЪПДВЪПВАЪПВЪВЪ
player_slot 128: Ты
player_slot 4: ЕБАТЬ У ТЯ НАЙС УЛЬТА БРРО
player_slot 128: Саси
player_slot 4: САСИ
player_slot 4: ПЕДИК
player_slot 128: твой пап 
player_slot 4: не
player_slot 128: да
player_slot 4: я про твою маму
player_slot 4: которая не решилась сделать оборт
player_slot 128: ахахаххааххаха ты не уточнил в начали
player_slot 128: из таверны гавкаетъ
player_slot 4: плак плак 
player_slot 128: ты
player_slot 4: взаимно
player_slot 128: что взаимно ты под чем?
player_slot 4: ТЫ ТОЖЕ В ТАВЕРНЕ
player_slot 3: )
player_slot 132: ТИМА КРУТАЯ ОЧ
player_slot 132: ХУСКАР ДАУН
",Extreme Toxicity,5
7491218415,"player_slot 4: там сларк у вас в лесу
player_slot 4: да он бот не ждите его
player_slot 4: кк с такими уродами играть
player_slot 4: цк лайк
player_slot 4: кст
player_slot 4: че вы медлите либ вы нас спуше либо мы
player_slot 4: на часа 2 катка
player_slot 4: го на 2 ч катку
player_slot 4: спуште уже
",Mild Toxicity,3
7491201401,"player_slot 130: гг
player_slot 4: xd
player_slot 132: )
player_slot 130: афк
player_slot 130: внаутре
player_slot 130: тима даунов пуште 
player_slot 130: пуште
player_slot 130: бля буду 
player_slot 130: не буду трогать 
player_slot 130: последний шанс 
player_slot 130: и я вас буду убивать
player_slot 130: гг
player_slot 129: EZ
player_slot 129: MID
player_slot 4: gg wp commend all
",Mild Toxicity,3
7643435608,"player_slot 130: 速推
player_slot 130: 队友挂机
",Low Toxicity,2
7643432704,,Undetermined,0
7643427211,"player_slot 131: подождите
player_slot 131: далбаеб играет на аксе
player_slot 130: МАРС БЛЯТЬ
player_slot 130: ДАВАЙТЕ
player_slot 130: GG
player_slot 131: спасибо за игру
",Moderate Toxicity,4
7643415401,"player_slot 129: Че у вас за пик
player_slot 129: кто где стоит
player_slot 129: некр сапорт что ли?
player_slot 0: Да
player_slot 129: понятноооооооо
player_slot 129: репорт личу
player_slot 129: репорт личу
player_slot 129: дура блять
player_slot 128: Хорошо забпйтил тебя да?
player_slot 2: ff?
player_slot 131: короче они обиделись XD
player_slot 131: некрос выебал их и вот
player_slot 2: лол
player_slot 128: НА что они обиделись?
player_slot 131: то что выйграл мид)
player_slot 2: а че личу за че репорт хотели дать?
player_slot 131: хз
player_slot 131: я магу дал и хуске
player_slot 128: Я far стоял из за того что мне Hr позвонил. Меня тут опять увольняют из за того что на власть навыёпывался 
player_slot 128: Не мог не ответить надо работу искать
player_slot 2: понял
player_slot 2: геге
",Moderate Toxicity,4
7643404809,"player_slot 4: гг
player_slot 4: абсолют
player_slot 128: гг
player_slot 128: сигма
player_slot 128: бх моя сигна
player_slot 128: я за этого абортыша играю потому что драфт дерьма
player_slot 128: чо
player_slot 128: ладно
player_slot 4: 20 побед на акке
player_slot 128: у тебя?
player_slot 4: мне кажется не драфт говно а ты
player_slot 4: неа
player_slot 4: маг сф?
player_slot 4: актуальней некуда
player_slot 128: я
player_slot 128: братан я 2 недели играю
player_slot 4: братан не иди в мид если новичек
player_slot 128: хахаха
player_slot 4: это стоны?
",Mild Toxicity,3
7643389703,"player_slot 1: U WILL PAY LION 
player_slot 1: LION 
player_slot 1: FUCK U 
player_slot 3: ez
player_slot 132: ez ur face
player_slot 0: @ggs
player_slot 1: FUCK U 
player_slot 1: EZ
",Moderate Toxicity,4
7643383601,"player_slot 0: ???
player_slot 129: ???
player_slot 0: [SDF[GS[D[G
player_slot 0: типо 3 в 1 крутой?
player_slot 0: не унижай себя
player_slot 132: а ты за слова отвечай
player_slot 0: аыъвъпъвыыъа
player_slot 130: смелый на цмке го мид 1 на 1
player_slot 0: апхывхпхыхвхпыв
player_slot 0: не брат
player_slot 0: ты лсный
player_slot 132: ГГ
player_slot 0: вы дауны все кста
player_slot 0: слабые
",Mild Toxicity,3
7643382600,,Undetermined,0
7643373005,"player_slot 3: 零作用蓝猫中路
player_slot 3: 15分钟领参战
player_slot 3: 蓝猫能玩成这样也绝
player_slot 128: 你自己上路被打包了啊
player_slot 1: 真眼 看不到  就怪中
player_slot 3: 速度一波吧
player_slot 0: 速度了。
player_slot 3: 举报这蓝猫
player_slot 0: 输习惯了。速度
player_slot 3: 蓝猫零作用也是第一次见
player_slot 3: 难怪3MVP 
player_slot 3: 1000多场3MVP
player_slot 3: 看到这种玩大哥基本GG
player_slot 3: 速度集合一波
player_slot 3: 中路直接推就好了
player_slot 3: 速度一波
player_slot 3: 直接中推
player_slot 132: 杂耍 
player_slot 1: 看我反向 跳
player_slot 3: 直接一波、
player_slot 3: 别浪费时间了 
player_slot 3: 还能多玩吧
player_slot 1: 白虎 马尔斯 在 上  小食街  是不是二人黑呢
player_slot 1: 估计是
player_slot 3: 这10以下MVP 玩大哥基本不用玩
player_slot 0: 有意思。
player_slot 3: 双速度拆啊啊
player_slot 0: 没赢过？
player_slot 3: 都放弃了 还刷呢
player_slot 3: 你们也是人才
player_slot 132: 泉水战四胜
player_slot 3: 还刷呢
player_slot 3: 直接基地
player_slot 3: 这蚂蚁
player_slot 3: 漂亮
",Mild Toxicity,3
7643361014,"player_slot 129: hahahahahah
player_slot 129: Pls report likon and sk
player_slot 0:  о да
player_slot 4: вот это урон
player_slot 4: воид
player_slot 128: динах
player_slot 4: У КОГО СКОЛЬКО ЖЕТОНОВ
player_slot 4: РОЛЕВОГО ПОИСКА
player_slot 4: ?
player_slot 4: ребят
player_slot 0: соло
player_slot 4: Я
player_slot 4: СОЛО
",Low Toxicity,2
7643359910,"player_slot 132: абадон*
",No Toxicity,1
7496523607,"player_slot 129: ITS GG
player_slot 4: ez
player_slot 4: nice
player_slot 0: COMBO PERFECTO
player_slot 4: end
player_slot 129: END
player_slot 0: EZZZZZZZZZZ
player_slot 4: hahahah
player_slot 4: haha
player_slot 0: LOL
player_slot 0: 
player_slot 0: poor
player_slot 4: aghahah
player_slot 129: LOL WE ARE ANYWAY LOOSING
",Low Toxicity,2
7496499912,"player_slot 130: со мной дура налегионке стояла прсто пушила и умерала
player_slot 1: тима ебанатов
player_slot 1: простотпзд\
player_slot 3: Ламайте нахуй
",Extreme Toxicity,5
7496498515,,Undetermined,0
7496481319,"player_slot 132: lol
player_slot 3: report void thanks
player_slot 132: haha
player_slot 132: lol rage quit?
player_slot 3: report void
player_slot 132: lol
player_slot 129: ok sir
",Low Toxicity,2
7496479202,"player_slot 131: ll
player_slot 3: GG
player_slot 130: gg
player_slot 4: gg
",No Toxicity,1
7496478600,"player_slot 0: не слышал
",No Toxicity,1
7496461714,"player_slot 3: nice try
player_slot 2: w8 pls 
player_slot 128: f
player_slot 128: 4
player_slot 128: alt
player_slot 131: long?
player_slot 128: idi naxui coroche
player_slot 2: minute
player_slot 128: sekond
player_slot 128: one
player_slot 130: raskymarsa dodik
player_slot 131: англ бро
player_slot 131: ыа
player_slot 130: aoaoaoaooaa
player_slot 131: аоаоаооао
player_slot 128: oaoaoaoaoa
player_slot 129: аоаоаоаоаоа
player_slot 132: оаоаоа
player_slot 128: 
player_slot 2: starting gsame
player_slot 2: he is
player_slot 130: I PRO
player_slot 130: AOAOAOOAOA
player_slot 131: Задохнулся
player_slot 130: Я ПИДОР
player_slot 130: БЕГИТЕ СУКИ
player_slot 131: ez
",Mild Toxicity,3
7491403506,"player_slot 132: где ваша рыба?
player_slot 129: зайдет?
player_slot 1: ждём
player_slot 1: возможно
player_slot 1: давайте минуты 2 ждём
player_slot 1: пж 4 в 5 не интересно играть
player_slot 131: да бля
player_slot 1: ну у нас чел отошёл
player_slot 1: ломайте тима даунов
player_slot 130: хз у меня норм тима
player_slot 131: сам такой
player_slot 1: короче дасты покупаю только я я пытаюсь что то дела
player_slot 1: ть
player_slot 131: и это говрит чел со счетом 2 11
player_slot 130: ебать я выебал на кунке
player_slot 2: да забей
player_slot 130: на меня никто не расчитывал
player_slot 2: тебе вич нафидил
player_slot 130: мне вич нафидел?
player_slot 130: ура вторая смерть 
player_slot 130: ававхахвхавхав войд решала
player_slot 132: блин 4 раза умер
player_slot 130: тяжело тебе(((
player_slot 131: сори
player_slot 130: ez solo
player_slot 0: solo
player_slot 130: solo
",Mild Toxicity,3
7491398904,"player_slot 131: кто у вас кор ?
player_slot 130: батя твой
player_slot 130: под пивом
player_slot 1: че злой такой мамка не дала?
player_slot 131: ахахахаха 
player_slot 0: just finish
player_slot 128: ааааааа рамапага
player_slot 128: ЕБАААААТЬ
player_slot 128: GG
player_slot 130: изи мид попуск
player_slot 1: gg
player_slot 128: GG WP
player_slot 131: верн спасибо 
player_slot 132: GG EZ 
",Mild Toxicity,3
7491366512,"player_slot 3: поздравляю
player_slot 0: АХАХАХАХАХАХАХАХА
player_slot 129: shut yo serbian ahh up
player_slot 0: best echo ahahahaha
",Low Toxicity,2
7491358417,"player_slot 3: 中
player_slot 4: 怎么还有个敌法
player_slot 4: 刚发现
player_slot 4: 我去
",No Toxicity,1
7525672605,"player_slot 4: Axe is gay <3
player_slot 4: gl hf
player_slot 128: ?
player_slot 129: glgl
player_slot 131: GL
player_slot 4: i bet you'll win, guys
player_slot 131: u win
player_slot 131: i MMR 300
player_slot 130: dp only wins if you finish it in 45 minutes
player_slot 131: such a gay hero
player_slot 131: thats all it does?
player_slot 128: gg
player_slot 131: GG
player_slot 4: u can win
player_slot 128: report bat rider plz
player_slot 4: why?
player_slot 131: u win
player_slot 130: seriously
player_slot 131: we suck
player_slot 131: GG
player_slot 130: he refused to get in his assigned lane
player_slot 4: (
player_slot 131: win quick
player_slot 4: XD
player_slot 130: bro doesn't know what lane a hs is supposed to go to
player_slot 128: just end man
player_slot 130: report mid too
player_slot 130: he beyond sucked
player_slot 3: well your anti mage didnt farm lane at all 
player_slot 131: its ok 
player_slot 131: its a 500 MMR
player_slot 131: game
player_slot 130: how was he supposed to
player_slot 131: I suck LOL
player_slot 4: <400
player_slot 130: he had no support
player_slot 131: venge very good
player_slot 131: i tip venge
player_slot 131: so vebge keep mouch shut
player_slot 130: bat picked wrong lane and 0 support
player_slot 131: go end 
player_slot 4: leave
player_slot 131: no I want to see u win
player_slot 4: XD
player_slot 131: i am happy for u
player_slot 4: report AXE
",Low Toxicity,2
7503670714,"player_slot 4: что у вас с пиком? 
player_slot 4: 
player_slot 129: репорт на арка
player_slot 129: сливает
player_slot 130: аксу с арком репорты
player_slot 130: бесполезные
player_slot 2: ne
player_slot 130: меня на арке тип замутил и просит давать СС
player_slot 130: дауны)
player_slot 130: репорты аксу и арку
player_slot 2: gg
player_slot 3: соло
player_slot 4: gg ezz solo
",Mild Toxicity,3
7643096719,"player_slot 132: гг
",No Toxicity,1
7643092217,"player_slot 3: wp
player_slot 4: gg
player_slot 129: kos nanton
player_slot 131: worst team I have played with in a long time
player_slot 131: bgwp
",Low Toxicity,2
7643090512,"player_slot 128: 举报斧王
player_slot 128: 下一把
player_slot 3: 还有意外收获？
player_slot 128: JD
player_slot 128: WO 着急给小雨和斧王全家上坟
player_slot 128: XIAOYU 和斧王的M
player_slot 3: 又有意外收获。。。
player_slot 128: 真的润
player_slot 128: 透起来
player_slot 128: 太带劲
",Moderate Toxicity,4
7643086705,,Undetermined,0
7643082011,"player_slot 129: run
player_slot 131: gg
player_slot 130: gg
",No Toxicity,1
7643072811,,Undetermined,0
7643070311,"player_slot 131: сы6 шлюхи на шамане
player_slot 0: gg
player_slot 131: ez solo
",Mild Toxicity,3
7643069501,,Undetermined,0
7643069106,"player_slot 131: луна я твою мать ебал
player_slot 128: АЪАХХАЗФЫа
player_slot 0: ну а как иначе
player_slot 130: ой
player_slot 2: ?
player_slot 130: я это
player_slot 130: прочитал будущее
player_slot 2: ?
player_slot 2: ?
player_slot 130: тыща
player_slot 0: сука
player_slot 0: ты слишком жирный
player_slot 131: ХАХАХАХ
player_slot 131: аххаха
player_slot 0: сука
player_slot 128: ахахах
player_slot 128: лох
player_slot 131: БРЕВМАСТЕР ЗАЕБАШ ЛУНУ
player_slot 132: СЕБЯ ЗАЕБАШ
player_slot 131: СЫН ШЛЮХИ ЕБАННЫЙ
player_slot 132: ПРИЯТНО ПОЗНАКОМИТСЯ
player_slot 132: Я ДАНЯ
player_slot 131: не 
player_slot 131: ты сын шлюхи
player_slot 130: z 
player_slot 132: НУ Я И ГОВОРЮ ТЫ СЫН ШАЛАВЫ
player_slot 131: сын шлюхи
player_slot 3: пацаны не убивайьте пж я как вард побегаю
player_slot 130: ок
player_slot 3: договорились
player_slot 128: НАКИДАЙТЕ РЕПОРТОВ НА ЛУНУ
player_slot 2: ++++
player_slot 4: БРО
player_slot 130: ты че ахуел
player_slot 3: извиниэ
player_slot 130: я думал ми мир
player_slot 131: луна сын шлюхи
player_slot 130: (
player_slot 4: ВОВО
player_slot 3: Я СЛУЧАЙНО ОНИ САМИ
player_slot 130: эх жирный
player_slot 130: убил тебя
player_slot 3: СУКА ТОЛСТЫЙ
player_slot 128: ((
player_slot 3: ПОЙМИ ЧТО МНЕ ЛЕНЬ ВАРДЫ СТАВИТЬ
player_slot 3: ПОПРОСИЛ ЖЕ НОРМАЛЬНО
player_slot 3: ДА МЫ ДОГОВОРИЛИСЬ ЖЕ
player_slot 4: РЕП РУБИКУ
player_slot 130:  а че он
player_slot 130: он наш жиVчик
player_slot 4: я почти месяц не играл хуярю а рубик шедевр хуи сосет
player_slot 3: Я ЗА СИЛЫ ТЬМЫ
player_slot 130: оо еще жиVчик
player_slot 128: ТЫ ЕБЛАНИЩЕ МЫ БЫ ВЫЖИЛИ ЕСЛИ БЫ ТЫ ПРИШЕЛ
player_slot 128: а мужики сорян
player_slot 128: это луне ебучей
player_slot 128: хуесосине
player_slot 130: ок
player_slot 128: пидорасине
player_slot 3: СУКА ЖИРОБАС ПИВНОЙ
player_slot 3: Я ЗА ВАС
player_slot 128: ААА
player_slot 128: сорня
player_slot 128: сорян
player_slot 128: больше не буду
player_slot 129: гг
",Extreme Toxicity,5
7643066110,,Undetermined,0
7643063015,"player_slot 131: гг
player_slot 131: уберите эту бешенную
player_slot 131: на
player_slot 131: (
player_slot 131: ПРЕДАТЕЛЬ
player_slot 131: звазхавхзхзва
",Mild Toxicity,3
7643062505,"player_slot 132: 对面  速度基地 
player_slot 3: 好的辅助  1  2号位才有好开局  3楼
",No Toxicity,1
7643062310,"player_slot 132: пудж что ты тут забыл?
player_slot 0: фармить пришел
player_slot 132: животные грязные
player_slot 4: {F{F{F
player_slot 132: я бф из за вас не могу
player_slot 132: купить
player_slot 132: ахахха
player_slot 132: гг
player_slot 132: это пиздец
player_slot 132: такой жёсткий фид
player_slot 132: брист 4 10
player_slot 0: че мидовый дазл не ташит
player_slot 4: FG{FG{F{
player_slot 132: дазл под спидами
player_slot 132: я бф купил
player_slot 4: Вхахавх
player_slot 132: соло
player_slot 132: азахахха
player_slot 132: крест 
player_slot 4: Какой на х крест))
player_slot 4: фантомас где дезоль?
player_slot 0: дазл наверно думает ебать я ташю))
player_slot 132: ПУДЖ ОСТАВЬ МЕНЯ
player_slot 0: не люблю друзей дазла
player_slot 4: как вам Бомж?
player_slot 132: ПОЧТИ
",Mild Toxicity,3
7643061707,"player_slot 3: LOL
player_slot 130: all mid
player_slot 130: push bottom
player_slot 130: rampage?
player_slot 130: want?
player_slot 128: gay
player_slot 129: lol
player_slot 3: just let us end
player_slot 130: ya
player_slot 128: end already lol
player_slot 130: waste of time
player_slot 128: gay team
player_slot 130: well-fed team
player_slot 130: haha
player_slot 3: gg
player_slot 128: dk fk u
player_slot 130: gg w fed
",Mild Toxicity,3
7643061415,"player_slot 2: падла
player_slot 2: попал ведь
player_slot 0: ой
player_slot 0: мисс
",Mild Toxicity,3
7643058911,"player_slot 131: шаманчик думает
player_slot 1: c 2013 swen играет жестко
player_slot 131: шаманчик думает
player_slot 131: шаманчик думает
player_slot 131: шаманчик думает
player_slot 131: шаманчик думает
player_slot 2: GG, WP
player_slot 132: вас выебал свен из 2013
player_slot 1: плач
player_slot 128: ggwp
",Mild Toxicity,3
7643057504,"player_slot 1: ЭТО ПИЗДОС 
player_slot 4: gg
player_slot 2: easy off
player_slot 2: GG
player_slot 132: ыщдщ
player_slot 4: gg
",Mild Toxicity,3
7643057409,"player_slot 3: Я гей
player_slot 3: ХАХАХАХАХА МЕНЯ МНОГО
player_slot 3: ИЗИ
player_slot 3: ИЗИ\
",No Toxicity,1
7643056213,"player_slot 130: guys
",No Toxicity,1
7643045216,"player_slot 4: боже мой проебали
player_slot 131: почему?
player_slot 4: у нас еблан в команде
player_slot 4: пик говна
player_slot 0: гг
player_slot 2: GG, WP
player_slot 129: )
player_slot 2: 2 12 legenda
player_slot 2: 1x9
player_slot 1: 2 25
player_slot 0: пхахаха)
player_slot 131: хахха
player_slot 130: )
player_slot 129: (
player_slot 132: c.lf
player_slot 132: сюда
player_slot 130: аххаха
player_slot 2: 1x9
",Extreme Toxicity,5
7643043011,"player_slot 0: ГГ
",No Toxicity,1
7643034609,"player_slot 0: не получилось братку убить меня?
player_slot 1: вокер
player_slot 1: хватит
player_slot 1: ты не попадаешь
player_slot 1: не трать ману
player_slot 130: ДА ПОХ
player_slot 130: ЭТО БИЗУМИЕ
player_slot 0: задавили суки
player_slot 0: курса ахуенная была слушай))
player_slot 1: по веткам идите
",Mild Toxicity,3
7598358601,"player_slot 0: а сукааааааааааааааааааааааааа 14 НР
player_slot 3: turbo
",Mild Toxicity,3
7598342314,"player_slot 132: парни
player_slot 132: ливайте
player_slot 131: ehcf
player_slot 131: урса
player_slot 131: лив
player_slot 131: не тяни время свое
player_slot 132: урса не тяни наше и свое время
player_slot 132: пожалуйста
player_slot 132: тебе итак бан не дасться
player_slot 1: дайте кил
player_slot 1: гг соло
",Low Toxicity,2
7598338506,"player_slot 129: РЕПОРТ МИПО НАХУЙ 
player_slot 0: :(
",Moderate Toxicity,4
7598337402,"player_slot 0: согласен с ником апарата 
player_slot 0: не тима, а порно инвалидов
player_slot 132: xd
player_slot 128: так ты такой же
player_slot 2: го мир
player_slot 2: не убивайте меня
player_slot 2: эъ
player_slot 2: эх
player_slot 128: иди в симс поиграй
player_slot 2: наигрался
player_slot 2: ВОТ И ЗАШЁЛ В ДОТУ
player_slot 129: GG
player_slot 128: ez
player_slot 3: соло
player_slot 129: GG
",Moderate Toxicity,4
7598331507,"player_slot 129: Репорт бристе пж
player_slot 129: Он нытик ебучий
player_slot 129: парни вы реорт бристе кинули?
player_slot 132: ОЖНИ ЁБАНЫЕ УБЛЮДКИ С ЧИТАМИ, ДРУГИЕ ЁБАНЫЕ УБЛЮДКИ БЕЗ МОЗГОВ
player_slot 132: ХОТЯ ТУТ ВСЕ БЕЗ МОЗГОВ
player_slot 128: гг
player_slot 129: ХАХАХАХАХХАХАХХХА
player_slot 128: трон
player_slot 128: идите по миду все
player_slot 128: иплан ті не понял гг
player_slot 128: дебил
player_slot 128: он брю лбет птс
player_slot 128: реп обоим
player_slot 129: Спс за игру
player_slot 131: спс за игру 
player_slot 129: Киньте рер на гулю огра и бристу
",Extreme Toxicity,5
7598314201,"player_slot 130: хаххахаха 
player_slot 2: ТИНКЕР ТЫ ЧТО СЕГОНЫ ЗЛОЙ
player_slot 3: тинкер соло
player_slot 132: удачи
player_slot 131: гг
player_slot 128: gg
",No Toxicity,1
7598312506,"player_slot 0: мы дебустеры сливаем рейт берите пуш героев покупайте метеоры, тайд зайдет в миду за т1 и будет стопить крипов до 5й минуты не убивайте его
player_slot 4: про чи та ЛИ
player_slot 132: дайте рампагу пж
player_slot 4: Забанит патруль
player_slot 4: тебя
player_slot 4: не надо
player_slot 132: (
player_slot 130: сигма фейс?
player_slot 0: тп мид все
player_slot 4: Глиф нажмите
player_slot 4: когда будете
player_slot 4: т4
player_slot 4: забирать
player_slot 130: 3 катка подряд
player_slot 129: [fg[f[gfg
player_slot 129: хпхахпахп
player_slot 130: чёт изи
player_slot 4: Некст 10 каток вс смурфов парни
player_slot 4: Удачим
player_slot 4: Я ЩАС ВАС ЗАХЯРЮ
player_slot 4: СУКА
player_slot 128: блядь
player_slot 132: АЪЪААЪА
player_slot 128: хахахаха
player_slot 130: хахпхарх
player_slot 128: ХН
player_slot 128: НХЕ
player_slot 132: ХАХААХ
player_slot 128: ХЕ
player_slot 128: НХ
player_slot 128: ЕХП
player_slot 128: УХЫАЗ
player_slot 128: ЬК
player_slot 128: ЗЫЬ
player_slot 129: ХПХАПХХПАХАПХ
player_slot 4: давайте ебааааште
",Moderate Toxicity,4
7598298509,"player_slot 128: как вы меня видите суа
player_slot 2: GGG
player_slot 1: ez
",Low Toxicity,2
7598297607,,Undetermined,0
7412051507,"player_slot 1: ^^WP
player_slot 128: 0iq team 
player_slot 3: not realy
player_slot 128: u where saying
player_slot 3: ehmm i used my ult
player_slot 3: notting they could do
player_slot 128: lmao
player_slot 3: fuck
player_slot 3: okej i admid
player_slot 3: admit
player_slot 3: that was 0 IQ move
",Mild Toxicity,3
7412041705,"player_slot 129: 3, 2, 1, aaaadios!
player_slot 129: [jkb vjkb
player_slot 129: холи моли
player_slot 129: стой
player_slot 129: энгима стой
player_slot 129: бля
player_slot 3: мое
player_slot 3: не отдам
player_slot 3: сучары
player_slot 129: скушай лотус
player_slot 129: дб
player_slot 129: бе
player_slot 129: 3, 2, 1, aaaadios!
player_slot 129: энгима ты где
player_slot 3: ахаахахахахах
player_slot 3: лошара
player_slot 129: кд 
player_slot 131: ребят ну не убивайте сларка 
player_slot 129: +
player_slot 131: он же пиздец бежный
player_slot 131: ьедный
player_slot 3: аааааааааааааааа
player_slot 3: не отдам
player_slot 129: да кд заебало
player_slot 129: там секунда оставалась
player_slot 3: од ты говно
player_slot 3: зачем ссбил
player_slot 129: +
player_slot 0: суки
player_slot 0: так нечестно
player_slot 129: украл
player_slot 3: С ДНЕМ БЛЕКХОЛА РУБИК
player_slot 129: ура ура ура
player_slot 129: э
player_slot 129: не бейте нас
player_slot 129: изи мид
player_slot 3: за что меня рыба сранная
player_slot 0: ещкере
player_slot 129: катя возьми телефон
player_slot 3: АААААААААААААААА
player_slot 3: это он
player_slot 130: соло
player_slot 3: соло
player_slot 129: изи мид
",Mild Toxicity,3
7412036001,"player_slot 2: 谁屯的远古啊
",Undetermined,0
7500824711,"player_slot 132: ез
player_slot 130: GG
player_slot 128: ну что
player_slot 129: гг
player_slot 0: у меня тинкер с цм предперениматели 
player_slot 128: догонгались
player_slot 128: бедолаги
",No Toxicity,1
7500821318,"player_slot 1: гг
",No Toxicity,1
7528541501,"player_slot 0: never lock eyes with a gorgon
player_slot 128: wp
player_slot 2: ty
player_slot 2: REVENGE
player_slot 2: You'll regret killing me bat
player_slot 2: Look like phantom just made my shit list
player_slot 2: BANG BANG
player_slot 2: You dirty bird
player_slot 2: Dont you learn?
player_slot 128: who 
player_slot 3: gg wp
player_slot 2: GG
",No Toxicity,1
7528516814,,Undetermined,0
7598693010,"player_slot 1: гг
player_slot 2: Ez
",No Toxicity,1
7598692412,"player_slot 129: какойто у вас жадный пиек
player_slot 129: чот очень жадный
player_slot 129: найс купол
player_slot 3: ff
player_slot 0: ?
player_slot 3: End
player_slot 2: gg n00b t3am
player_slot 3: u lost mid
player_slot 3: mid so strong
player_slot 3: lol
player_slot 2: 1-8
player_slot 3: u still lose mid
player_slot 2: 1-8
player_slot 3: mid loser
player_slot 129: изи
",Mild Toxicity,3
